1007,02
1007,04
1007,05
1007,05
1007,02
1007,02
1007,04
1007,03
1007,01
1007,03
1007,05
1007,03
1007,05
1007,04
1007,03
1007,04
1007,03
1007,06
1007,03
1007,0
1007,06
1007,0
1007,02
1007,0
1007,02
1006,99
1007,02
1007,0
1007,0
1006,98
1007,02
1006,99
1007,0
1007,0
1007,0
1007,04
1007,03
1007,02
1007,05
1007,04
1007,01
1007,01
1007,05
1007,03
1007,03
1007,01
1007,01
1007,01
1007,05
1007,02
1006,99
1006,99
1007,0
1007,02
1006,99
1007,02
1006,99
1007,04
1007,01
1007,02
1006,99
1007,0
1007,02
1007,01
1007,03
1007,02
1007,02
1007,02
1007,01
1006,99
1007,02
1006,99
1007,0
1007,0
1007,0
1007,01
1007,01
1007,02
1007,0
1007,02
1007,0
1007,0
1007,0
1007,0
1007,01
1007,01
1007,01
1007,02
1007,03
1007,01
1007,01
1007,02
1007,01
